expires_at,available,id,username,cusername,handle,display_name,created_at,channel_type,country_code,country,avatar,Banner,website,Facebook,twitch,twitter,Instagram,linkedin,discord,tik tok,uploads,subscribers,totalviews,growthsubs1,growthsubs3,growthsubs7,growthsubs14,growthsubs30,growthsubs60,growthsubs90,growthsubs180,growthsubs365,growthviews1,growthviews3,growthviews7,growthviews14,growthviews30,growthviews60,growthviews90,growthviews180,growthviews365,grade,sb_verified,made_for_kids,sbrank,rankedsubscribers,rankedviews,rankcountry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:22 EST,458,UCBnxEdpoZwstJqC1yZpOjRA,BnxEdpoZwstJqC1yZpOjRA,suntv,@suntv,Sun TV,2016-02-26,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"41,848.00","20,100,000.00","16,341,775,296.00",0.00,0.00,0.00,"100,000.00","300,000.00","600,000.00","1,000,000.00","2,100,000.00","5,400,000.00","42,090,405.00","61,330,201.00","156,734,514.00","338,699,513.00","664,135,708.00","1,332,135,810.00","1,997,635,956.00","3,906,329,762.00","7,630,487,325.00",A,FALSE,FALSE,87.00,195.00,143.00,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:23 EST,457,UCK5Q72Uyo73uRPk8PmM2A3w,K5Q72Uyo73uRPk8PmM2A3w,genevievesplayhouse,@genevievesplayhouse,Genevieve's Playhouse - Learning Videos for Kids,2016-01-06,film,US,United States,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,588.00,"29,600,000.00","21,182,622,625.00","100,000.00","100,000.00","300,000.00","500,000.00","1,100,000.00","1,700,000.00","2,400,000.00","3,900,000.00","7,300,000.00","22,821,407.00","66,186,957.00","187,602,263.00","328,955,368.00","705,893,505.00","1,315,419,628.00","1,918,782,054.00","3,460,278,100.00","6,971,373,734.00",A,FALSE,TRUE,76.00,125.00,88.00,46.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:26 EST,456,UCuwJoiGWRxPYStBp0l0WuZw,uwJoiGWRxPYStBp0l0WuZw,,@lukedavidson81,Luke Davidson,2012-01-09,entertainment,CA,Canada,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,708.00,"9,360,000.00","7,131,203,211.00","10,000.00","20,000.00","30,000.00","70,000.00","220,000.00","500,000.00","790,000.00","2,260,000.00","6,090,000.00","11,288,118.00","27,833,397.00","51,082,595.00","122,191,948.00","292,920,701.00","555,836,150.00","841,608,496.00","2,123,294,579.00","4,952,506,792.00",A,FALSE,FALSE,384.00,358.00,634.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:27 EST,455,UC48h7Dst_hX82HxOf3xJw_w,tv3official,ch3thailand,@ch3thailand,Ch3Thailand,2014-05-29,entertainment,TH,Thailand,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"72,937.00","32,400,000.00","20,736,699,419.00",0.00,0.00,0.00,"100,000.00","200,000.00","300,000.00","500,000.00","1,200,000.00","2,400,000.00","16,495,120.00","33,229,638.00","69,874,226.00","129,663,994.00","257,035,847.00","-157,915,542.00","106,861,089.00","827,912,341.00","-1,916,388,425.00",A,FALSE,FALSE,519.00,103.00,91.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:30 EST,454,UChyxcU01VI1mzGOitGttCHg,hyxcU01VI1mzGOitGttCHg,,@millistar,Milli Star,2020-04-01,entertainment,US,United States,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,664.00,"4,120,000.00","5,074,788,729.00","10,000.00","30,000.00","50,000.00","90,000.00","180,000.00","300,000.00","490,000.00","1,450,000.00","2,820,000.00",0.00,"18,407,502.00","42,289,642.00","86,405,477.00","195,290,171.00","381,482,756.00","687,300,896.00","1,745,352,276.00","4,080,849,425.00",A,FALSE,FALSE,925.00,884.00,"1,080.00",645.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:31 EST,453,UCNLLgtPIKew9vHNVAQmdVGQ,NLLgtPIKew9vHNVAQmdVGQ,,@vendyyaduwanshi,VENDY YADUWANSHI,2020-05-16,entertainment,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,716.00,"9,900,000.00","7,340,949,767.00","10,000.00","30,000.00","90,000.00","150,000.00","300,000.00","580,000.00","940,000.00","2,620,000.00","6,700,000.00","13,577,348.00","27,277,068.00","53,636,240.00","89,578,024.00","172,025,001.00","296,377,032.00","514,684,030.00","1,474,744,536.00","4,367,111,474.00",A-,FALSE,FALSE,"1,081.00",311.00,597.00,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:34 EST,452,UCVEDZVtA5NUtjxSXHjtvkag,VEDZVtA5NUtjxSXHjtvkag,,@kidibli,Kinder Spielzeug Kanal,2015-09-25,entertainment,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,801.00,"20,300,000.00","10,039,167,600.00","100,000.00","100,000.00","100,000.00","200,000.00","400,000.00","600,000.00","800,000.00","1,600,000.00","4,000,000.00","4,144,104.00","11,986,541.00","29,474,290.00","68,477,823.00","145,117,059.00","282,514,514.00","435,092,047.00","936,617,779.00","2,370,591,552.00",A-,FALSE,TRUE,"1,387.00",194.00,359.00,92.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:36 EST,451,UCAhmV5YafKX9UtmYfVhEEUA,AhmV5YafKX9UtmYfVhEEUA,ospen4iki,@ospen4iki,Ospen4iki,2014-05-19,entertainment,LV,Latvia,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,938.00,"3,680,000.00","4,585,413,722.00","10,000.00","10,000.00","20,000.00","40,000.00","80,000.00","190,000.00","350,000.00","750,000.00","1,670,000.00",0.00,"8,546,468.00","27,899,162.00","56,553,116.00","134,358,153.00","351,365,162.00","560,940,885.00","1,092,572,852.00","2,379,378,396.00",A-,FALSE,FALSE,"1,504.00",929.00,"1,261.00",7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:38 EST,450,UChRxX4MeUrP3I5sRKx8BDcQ,hRxX4MeUrP3I5sRKx8BDcQ,sultanfayzo,@sultanfayzo,sultan fayzo,2015-01-22,entertainment,TR,Turkey,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,906.00,"2,040,000.00","2,434,785,612.00",0.00,0.00,"10,000.00","30,000.00","80,000.00","220,000.00","280,000.00","540,000.00","1,417,000.00","4,084,064.00","10,788,975.00","26,995,532.00","47,136,870.00","126,202,844.00","294,428,858.00","368,960,265.00","679,731,824.00","1,721,339,009.00",A-,FALSE,FALSE,"1,784.00","1,095.00","3,055.00",153.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:39 EST,449,UCsZRXd96Az0TBhl0KpuH2Wg,sZRXd96Az0TBhl0KpuH2Wg,,@edwardwilson3770,Edward Wilson,2021-08-02,howto,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.00,"423,000.00","207,942.00",0.00,0.00,0.00,0.00,"-1,000.00","-2,000.00","-3,000.00","-6,000.00",,"64,951.00","131,019.00","158,202.00","174,394.00","198,100.00","201,144.00","-181,669,557.00","-181,536,938.00",,B-,FALSE,FALSE,"685,608.00","1,818.00","3,653,018.00","1,555.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:40 EST,448,UCLkzeTxraAsTNBPNxLsUT4w,IMAGEMVIVARIO,,@imagemvivario,IMAGEMVIVARIO,2010-06-16,entertainment,BR,Brazil,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,116.00,"506,000.00","183,887,518.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,000.00",,"13,169.00","23,505.00","48,103.00","77,945.00","133,918.00","255,780.00","409,150.00","1,375,394.00",,B-,FALSE,FALSE,"658,042.00","1,731.00","58,208.00","1,078.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:42 EST,447,UCGneD6jGryp7fJxKza1sFuA,GneD6jGryp7fJxKza1sFuA,,@ibrahimelhidir,IBRAHIM ELHIDIR,2021-05-19,people,TR,Turkey,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,920.00,"6,550,000.00","3,300,816,088.00","20,000.00","50,000.00","120,000.00","300,000.00","820,000.00","1,390,000.00","1,970,000.00","4,230,000.00",,"15,128,860.00","28,607,350.00","47,977,208.00","117,844,041.00","309,137,223.00","544,235,802.00","788,935,794.00","1,612,760,203.00",,A,FALSE,FALSE,346.00,639.00,"2,021.00",19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:43 EST,446,UCaayLD9i5x4MmIoVZxXSv_g,tseriesbhakti,tseriesbhaktisagar,@tseriesbhaktisagar,T-Series Bhakti Sagar,2011-02-13,music,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"24,644.00","56,400,000.00","26,428,615,764.00",0.00,0.00,"100,000.00","300,000.00","600,000.00","1,700,000.00","2,900,000.00","5,400,000.00","9,900,000.00","25,526,274.00","40,272,798.00","92,814,566.00","198,628,083.00","401,513,370.00","985,489,104.00","1,671,525,297.00","3,000,443,882.00","5,631,008,304.00",A,FALSE,FALSE,226.00,29.00,45.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:45 EST,445,UCSFnmN1cuPKfqjTyJcim1wg,SFnmN1cuPKfqjTyJcim1wg,khabylamefanzzz,@khabylamefanzzz,Khaby Lame Fanzzz,2018-02-28,entertainment,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,952.00,"576,000.00","355,240,732.00",0.00,"1,000.00","10,000.00","20,000.00","21,000.00","18,000.00","97,000.00","384,000.00",,"280,482.00","1,175,318.00","14,064,389.00","19,906,496.00","21,221,038.00","27,607,782.00","73,149,758.00","194,945,233.00",,B+,FALSE,FALSE,"18,766.00","1,655.00","29,767.00","1,247.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:48 EST,444,UC22nIfOTM7KLIQuFGMKzQbg,bhojpuriwave,bhojpuriwave,@wavemusicindia,Wave Music,2014-10-29,music,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"18,894.00","55,100,000.00","38,426,304,897.00",0.00,0.00,"100,000.00","200,000.00","400,000.00","800,000.00","1,200,000.00","2,600,000.00","5,900,000.00","8,382,007.00","36,303,163.00","63,733,275.00","142,642,320.00","269,986,731.00","547,094,798.00","829,878,018.00","1,839,139,438.00","4,277,569,457.00",A,FALSE,FALSE,498.00,32.00,19.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:49 EST,443,UC3IZKseVpdzPSBaWxBxundA,ibighit,hybelabels,@hybelabels,HYBE LABELS,2008-06-04,music,KR,Korea,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1,050.00","69,200,000.00","25,444,732,006.00",0.00,"100,000.00","200,000.00","300,000.00","400,000.00","900,000.00","1,100,000.00","2,400,000.00","6,200,000.00","13,352,718.00","42,165,238.00","107,201,060.00","188,113,024.00","351,064,348.00","755,659,857.00","1,067,584,458.00","2,390,415,523.00","4,908,249,316.00",A,FALSE,FALSE,299.00,21.00,51.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:50 EST,442,UCxGzpNf5XOnSQOYC2nbMiyQ,xGzpNf5XOnSQOYC2nbMiyQ,swaravines,@the_brown_siblings,THE BROWN SIBLINGS,2016-10-09,entertainment,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,711.00,"11,000,000.00","6,866,392,141.00",0.00,"100,000.00","100,000.00","300,000.00","500,000.00","1,320,000.00","1,650,000.00","2,990,000.00","7,690,000.00",0.00,"25,488,054.00","75,358,269.00","144,118,780.00","255,247,443.00","610,304,390.00","922,529,801.00","1,840,378,616.00","4,656,054,812.00",A,FALSE,FALSE,545.00,286.00,679.00,126.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:51 EST,441,UCR5Mtv3YK592hogsEo42smA,R5Mtv3YK592hogsEo42smA,,@horlayeating7631,Horlay Eating,2020-12-15,comedy,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,579.00,"731,000.00","922,645,465.00",0.00,0.00,0.00,"-1,000.00","-2,000.00","-5,000.00","-8,000.00","-20,000.00","728,100.00",505.00,"2,279.00","7,039.00","44,617.00","128,746.00","254,138.00","367,963.00","567,441.00","429,679,740.00",B-,FALSE,FALSE,"651,987.00","1,490.00","10,250.00","1,235.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:54 EST,440,UCPx9eXszFK8rkivV7tXZpHA,Px9eXszFK8rkivV7tXZpHA,pongamosloapruebacortos1,@pongamosloapruebacortos1,PONGAMOSLO A PRUEBA CORTOS,2021-05-24,entertainment,MX,Mexico,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,480.00,"9,190,000.00","5,436,033,774.00",0.00,"20,000.00","60,000.00","110,000.00","220,000.00","510,000.00","970,000.00","2,170,000.00","5,710,000.00","5,500,809.00","17,085,457.00","38,700,250.00","84,419,412.00","177,740,729.00","376,684,467.00","661,713,405.00","1,415,451,865.00","3,678,263,612.00",A,FALSE,FALSE,990.00,375.00,970.00,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:23:59 EST,439,UCekIR08G6GUTWemENkSnCfQ,ekIR08G6GUTWemENkSnCfQ,,@artadda,ART ADDA,2021-04-05,people,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2,165.00","415,000.00","457,412,936.00",0.00,"1,000.00","5,000.00","6,000.00","8,000.00","13,000.00","20,000.00","73,000.00",,"161,559.00","3,351,844.00","6,015,272.00","9,144,342.00","12,728,776.00","22,615,317.00","27,761,295.00","51,793,066.00",,B+,FALSE,FALSE,"31,817.00","1,827.00","22,755.00","1,409.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:24:00 EST,438,UCe6n0z9UbsxYCS8P83f84tw,e6n0z9UbsxYCS8P83f84tw,sierrarhiafam,@sierrarhiafam,Sierra & Rhia FAM,2020-02-04,entertainment,CA,Canada,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2,072.00","3,690,000.00","4,581,022,909.00","10,000.00","20,000.00","30,000.00","70,000.00","160,000.00","330,000.00","570,000.00","1,010,000.00","2,260,000.00","19,553,401.00","26,584,204.00","47,648,663.00","97,743,973.00","218,984,678.00","470,227,996.00","764,334,197.00","1,308,549,021.00","2,971,854,328.00",A,FALSE,FALSE,730.00,928.00,"1,274.00",93.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:24:01 EST,437,UCEf_Bc-KVd7onSeifS3py9g,SMTown,smtown,@smtown,SMTOWN,2006-03-18,music,,Unspecified,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"4,006.00","31,100,000.00","25,995,093,706.00",0.00,0.00,0.00,0.00,"100,000.00","100,000.00","200,000.00","600,000.00","1,800,000.00","5,214,931.00","15,739,449.00","49,973,588.00","90,798,935.00","170,830,871.00","322,821,899.00","573,162,898.00","1,300,652,111.00","2,955,518,178.00",A-,FALSE,FALSE,"1,168.00",112.00,48.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:24:02 EST,436,UCerV95mefUWtxVvL1yVI1YA,erV95mefUWtxVvL1yVI1YA,,@shivamrastogi,Shivam Rastogi,2020-08-08,comedy,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72.00,"1,870,000.00","232,190.00",0.00,0.00,0.00,0.00,0.00,"-10,000.00","-10,000.00","-30,000.00","1,200,000.00",0.00,39.00,140.00,347.00,845.00,"3,011.00","62,047.00","75,486.00","-192,808,905.00",B-,FALSE,FALSE,"780,348.00","1,113.00","3,526,468.00",733.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:24:04 EST,435,UCg1Q0u2YkvqDB5VPTAfdfIA,hembohero,,@hembohero,Hero,2011-12-28,entertainment,US,United States,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,545.00,"125,000.00","179,098,216.00","-1,000.00","-1,000.00","-1,000.00","-1,000.00","-1,000.00","-1,000.00","-2,000.00","-3,000.00","-13,000.00","15,731.00","30,169.00","50,698.00","99,479.00","215,633.00","525,022.00","866,099.00","1,755,839.00","179,098,216.00",B-,FALSE,FALSE,"576,639.00","2,185.00","59,736.00","1,872.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:24:06 EST,434,UC9yadlAEiyOUNa3y4dnuYFg,maniadodoman1,ianboggs,@ianboggs,Ian Boggs,2010-03-25,entertainment,,Unspecified,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"1,061.00","8,230,000.00","6,523,673,626.00","10,000.00","30,000.00","100,000.00","200,000.00","430,000.00","870,000.00","1,450,000.00","3,030,000.00","5,300,000.00","9,447,413.00","26,618,635.00","83,001,440.00","178,659,948.00","349,230,331.00","693,560,050.00","1,082,078,527.00","2,143,592,756.00","4,263,952,181.00",A,FALSE,FALSE,314.00,469.00,744.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:24:12 EST,433,UCPQtgEj6Z0xve62aeSgo5qA,PQtgEj6Z0xve62aeSgo5qA,,@rs1313shorts,RS 1313 SHORTS,2020-10-24,entertainment,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"4,454.00","12,500,000.00","6,555,390,563.00",0.00,0.00,0.00,"100,000.00","400,000.00","900,000.00","1,500,000.00","5,410,000.00","9,060,000.00",0.00,"11,216,248.00","33,351,808.00","63,488,798.00","161,904,500.00","362,275,236.00","635,140,218.00","1,553,195,006.00","3,741,034,633.00",A-,FALSE,FALSE,"1,181.00",271.00,735.00,112.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:24:15 EST,432,UCp_r6Z-Oh0YTf-ym71z5Nqg,AsianetIndia,asianet,@asianet,Asianet,2008-01-08,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"108,993.00","8,400,000.00","14,025,518,036.00","10,000.00","20,000.00","50,000.00","100,000.00","190,000.00","350,000.00","400,000.00","620,000.00","1,270,000.00",0.00,"21,783,753.00","75,630,948.00","154,813,587.00","618,357,117.00","2,688,671,032.00","3,694,760,339.00","4,382,568,612.00","6,474,592,104.00",A+,FALSE,FALSE,28.00,451.00,194.00,204.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:24:16 EST,431,UCnm5DH0oJndtA-6J10_jIEw,Tarangtvodisha,tarangtvodisha,@tarangtvodisha,Tarang TV,2012-01-12,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"42,036.00","6,800,000.00","12,854,225,941.00",0.00,"10,000.00","20,000.00","40,000.00","90,000.00","170,000.00","230,000.00","470,000.00","950,000.00","11,205,950.00","40,733,456.00","74,209,323.00","151,658,312.00","316,433,889.00","647,931,766.00","974,969,216.00","2,164,344,449.00","4,763,262,854.00",A,FALSE,FALSE,356.00,610.00,240.00,288.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2023 22:24:17 EST,430,UCOsyDsO5tIt-VZ1iwjdQmew,speedrecordss,speedrecords,@speedrecords,Speed Records,2012-11-22,music,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"10,518.00","41,600,000.00","25,459,171,087.00",0.00,0.00,0.00,"100,000.00","200,000.00","400,000.00","500,000.00","1,200,000.00","2,900,000.00","6,435,629.00","21,265,407.00","52,701,827.00","103,230,282.00","211,674,147.00","422,283,326.00","644,704,363.00","1,316,965,844.00","3,078,920,360.00",A,FALSE,FALSE,780.00,61.00,50.00,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
