expires_at,available,id,username,cusername,handle,display_name,created_at,channel_type,country_code,country,avatar,Banner,website,Facebook,twitch,twitter,Instagram,linkedin,discord,tik tok,uploads,subscribers,totalviews,growthsubs1,growthsubs3,growthsubs7,growthsubs14,growthsubs30,growthsubs60,growthsubs90,growthsubs180,growthsubs365,growthviews1,growthviews3,growthviews7,growthviews14,growthviews30,growthviews60,growthviews90,growthviews180,growthviews365,grade,sb_verified,made_for_kids,sbrank,rankedsubscribers,rankedviews,rankcountry
01/08/2023 22:24:02 EST,436,UCerV95mefUWtxVvL1yVI1YA,erV95mefUWtxVvL1yVI1YA,,@shivamrastogi,Shivam Rastogi,44051,comedy,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,1870000,232190,0,0,0,0,0,-10000,-10000,-30000,1200000,0,39,140,347,845,3011,62047,75486,-192808905,B-,FALSE,FALSE,780348,1113,3526468,733
01/08/2023 22:24:04 EST,435,UCg1Q0u2YkvqDB5VPTAfdfIA,hembohero,,@hembohero,Hero,40905,entertainment,US,United States,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,545,125000,179098216,-1000,-1000,-1000,-1000,-1000,-1000,-2000,-3000,-13000,15731,30169,50698,99479,215633,525022,866099,1755839,179098216,B-,FALSE,FALSE,576639,2185,59736,1872
01/08/2023 22:24:06 EST,434,UC9yadlAEiyOUNa3y4dnuYFg,maniadodoman1,ianboggs,@ianboggs,Ian Boggs,40262,entertainment,,Unspecified,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1061,8230000,6523673626,10000,30000,100000,200000,430000,870000,1450000,3030000,5300000,9447413,26618635,83001440,178659948,349230331,693560050,1082078527,2143592756,4263952181,A,FALSE,FALSE,314,469,744,
01/08/2023 22:24:12 EST,433,UCPQtgEj6Z0xve62aeSgo5qA,PQtgEj6Z0xve62aeSgo5qA,,@rs1313shorts,RS 1313 SHORTS,44128,entertainment,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4454,12500000,6555390563,0,0,0,100000,400000,900000,1500000,5410000,9060000,0,11216248,33351808,63488798,161904500,362275236,635140218,1553195006,3741034633,A-,FALSE,FALSE,1181,271,735,112
01/08/2023 22:24:15 EST,432,UCp_r6Z-Oh0YTf-ym71z5Nqg,AsianetIndia,asianet,@asianet,Asianet,39455,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,108993,8400000,14025518036,10000,20000,50000,100000,190000,350000,400000,620000,1270000,0,21783753,75630948,154813587,618357117,2688671032,3694760339,4382568612,6474592104,A+,FALSE,FALSE,28,451,194,204
01/08/2023 22:24:16 EST,431,UCnm5DH0oJndtA-6J10_jIEw,Tarangtvodisha,tarangtvodisha,@tarangtvodisha,Tarang TV,40920,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,42036,6800000,12854225941,0,10000,20000,40000,90000,170000,230000,470000,950000,11205950,40733456,74209323,151658312,316433889,647931766,974969216,2164344449,4763262854,A,FALSE,FALSE,356,610,240,288
01/08/2023 22:24:17 EST,430,UCOsyDsO5tIt-VZ1iwjdQmew,speedrecordss,speedrecords,@speedrecords,Speed Records,41235,music,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,10518,41600000,25459171087,0,0,0,100000,200000,400000,500000,1200000,2900000,6435629,21265407,52701827,103230282,211674147,422283326,644704363,1316965844,3078920360,A,FALSE,FALSE,780,61,50,18
01/08/2023 22:24:20 EST,429,UCN4NflpHqLeHQZ91kTUVCBw,N4NflpHqLeHQZ91kTUVCBw,,@ishaanali11,Ishaan Ali 11,42578,people,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,643,12800000,8009657869,100000,100000,400000,800000,1500000,2300000,2990000,7070000,11070000,0,56485910,201859516,435856184,897392607,1390782799,2035148007,4536190273,6986126209,A+,FALSE,FALSE,41,269,520,110
01/08/2023 22:24:23 EST,428,UCzYfz8uibvnB7Yc1LjePi4g,ChallengeAcceptedInc,challengeacceptedinc,@aphmau,Aphmau,41134,games,US,United States,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4136,14900000,14666824005,0,0,0,0,200000,400000,600000,1500000,3200000,18095560,26536881,67028008,140498742,328881363,657768505,915707857,2128864217,4502925972,A,FALSE,FALSE,343,247,180,137
01/08/2023 22:24:26 EST,427,UCeIuST7AITAf34FvWq4GHwg,eIuST7AITAf34FvWq4GHwg,mingweirocks,@mingweirocks,mingweirocks,43385,comedy,SG,Singapore,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,422,5470000,6000463489,10000,60000,140000,200000,340000,570000,950000,1910000,4748000,0,42768997,124934391,189283775,376363294,638028049,1103435014,2171900445,5535775167,A,FALSE,FALSE,301,750,850,12
01/08/2023 22:24:27 EST,426,UCWheC07UYzRWXsv9yUnZJFw,WheC07UYzRWXsv9yUnZJFw,funnyfamily1000,@funnyfamily1000,Funny Family,44297,comedy,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5637,3550000,5308282335,0,10000,20000,30000,70000,150000,230000,550000,2994000,1914065,8100074,17417213,29919134,71807856,142052134,236228391,505754522,4416958347,A-,FALSE,FALSE,4412,941,1004,700
01/08/2023 22:24:28 EST,425,UCdEHNpFCEd2bV4KpCKHWCGw,dEHNpFCEd2bV4KpCKHWCGw,,@blogosphere9559,Blogosphere,44433,people,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2686,184000,287179977,0,0,0,0,-1000,-1000,-2000,23000,,2932,4343,11154,23238,51557,80498,104677,3695585,,B-,FALSE,FALSE,730551,2090,37090,1641
01/08/2023 22:24:29 EST,424,UC69I8egELqWywoX5wrh2KxQ,Regalcinema,regalentertainmentinc,@regalentertainmentinc,"Regal Entertainment, Inc.",39521,film,PH,Philippines,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,6254,4600000,1477921608,0,10000,20000,30000,70000,140000,220000,540000,1310000,1226901,3828333,7939174,18682871,38387221,79067719,93262810,359180826,1116548362,B+,FALSE,FALSE,8953,832,5819,35
01/08/2023 22:24:30 EST,423,UCU8jo9FyxDa0uoX9hJpAYdw,Phinpaya2012,,@phinpaya2012,Phin Thip,40978,people,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,791,342000,182913219,0,0,0,1000,2000,4000,6000,12000,,69213,134106,241057,483583,1075940,2341873,3555567,7064997,,B,FALSE,FALSE,252449,1906,58529,
01/08/2023 22:24:35 EST,422,UCEurecABrWAldxEWgrqJtUQ,EurecABrWAldxEWgrqJtUQ,,@pregnancyplanets,Pregnancy Planet,44254,people,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,175,2260000,1083085,0,0,0,0,-10000,0,50000,320000,1766000,146792,317597,527934,706270,1050816,-2362024893,-2308315650,-2004267852,-472796609,B,FALSE,FALSE,316167,1071,2996579,830
01/08/2023 22:24:37 EST,421,UCIa9HdzNvPlzKDiEVShBHCw,Ia9HdzNvPlzKDiEVShBHCw,,@crazyshorts370,Crazy Shorts,44393,entertainment,GB,United Kingdom,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,569000,143469,0,0,-1000,-1000,-3000,-5000,-8000,-17000,337000,15,52,131,249,521,1039,1551,-36449,-150899591,B-,FALSE,FALSE,780842,1662,3615186,787
01/08/2023 22:24:38 EST,420,UCISGYp7uBRAEBaOHTC9tjLw,ISGYp7uBRAEBaOHTC9tjLw,,@shapmate,샵메이트,44455,entertainment,KR,Korea,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,512000,9339,0,0,0,-1000,-3000,-6000,-9000,-18000,,0,-13968,-7663,-627,6265,-2071170,-2070873,-2065252,,B-,FALSE,FALSE,761061,1725,3737840,684
01/08/2023 22:24:39 EST,419,UCdX5KXiCTPYWYZscfphgQ4g,BeatboxJCOP,,@beatboxjcop,BeatboxJCOP,40614,film,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,574,8470000,5034848453,10000,30000,80000,150000,300000,620000,910000,3290000,7190000,7121600,13287482,43278003,87247197,228064188,445702190,590737059,2152452826,4600681491,A,FALSE,FALSE,663,447,1095,
01/08/2023 22:24:40 EST,418,UCJsUvAqDzczYv2UpFmu4PcA,Nyassin14,nas_daily,@nasdaily,Nas Daily,40816,travel,US,United States,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1062,10400000,4981450619,0,0,0,100000,300000,580000,830000,2090000,4610000,16853535,29594999,58120595,110586594,205763150,395547317,565506450,1280735955,2868643348,A,FALSE,FALSE,836,294,1117,181
01/08/2023 22:24:44 EST,417,UCGt7X90Au6BV8rf49BiM6Dg,raywilliamjohnson,raywilliamjohnson,@raywilliamjohnson,Ray William Johnson,39594,comedy,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1496,13500000,7765268909,0,0,0,100000,200000,400000,500000,1300000,2900000,7523081,19595763,46817165,104936965,275305022,505503479,765883960,1716621936,3774938953,A,FALSE,FALSE,474,261,536,150
01/08/2023 22:24:45 EST,416,UC6SnUbITMvm6nfC7G1PPtUA,6SnUbITMvm6nfC7G1PPtUA,,@mikaelfamily8286,Mikael Family,43211,people,ID,Indonesia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1656,5960000,6479507014,10000,10000,30000,60000,150000,310000,440000,980000,2570000,11282195,21020095,32577849,74969557,203268590,427343846,649184830,1390357292,3568897297,A,FALSE,FALSE,803,695,752,105
01/08/2023 22:24:46 EST,415,UCF1JIbMUs6uqoZEY1Haw0GQ,ShemarooEnt,shemaroo,@shemaroo,Shemaroo,39326,entertainment,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,10523,43000000,22066491138,0,100000,200000,300000,800000,1700000,2400000,5500000,8800000,10036338,30717923,73655585,146316175,293942234,789971432,1126477863,2065710097,3722917238,A,FALSE,FALSE,352,57,73,17
01/08/2023 22:24:49 EST,414,UC3IBN4O7lpVFPthwg3KZjvg,3IBN4O7lpVFPthwg3KZjvg,biphouse,@biphouse,bip_house,44418,people,KZ,Kazakhstan,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1447,3670000,3170593650,10000,30000,80000,150000,330000,720000,1040000,2350000,3450000,25777604,38553769,95286598,164404559,360962504,710482989,1048892816,2390990331,3066392049,A,FALSE,FALSE,259,932,2147,4
01/08/2023 22:24:50 EST,413,UCT04z0WkV6Aj12bn3fkyaWg,T04z0WkV6Aj12bn3fkyaWg,sitihodijahtv,@sitihodijahtv,Sitihodijah TV,42347,people,ID,Indonesia,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1424,2310000,3226198642,10000,10000,30000,40000,70000,110000,150000,370000,1230000,0,8914513,17606558,38503080,76413315,130045093,61016813,344506549,1624398423,A-,FALSE,FALSE,3800,1067,2078,303
01/08/2023 22:24:51 EST,412,UC0C-w0YjGpqDXGB8IHb662A,edsheeran,edsheeran,@edsheeran,Ed Sheeran,38937,music,GB,United Kingdom,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,258,52700000,28717627896,0,0,0,0,100000,200000,300000,800000,2200000,9372598,20362234,51376777,98396118,199523931,396331953,612445192,1256074920,2929156436,A,FALSE,FALSE,843,37,36,1
01/08/2023 22:24:52 EST,411,UCbTLwN10NoCU4WDzLf1JMOA,Yrf,yrf,@yrf,YRF,38875,music,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3417,49500000,30505947274,0,100000,100000,200000,400000,900000,1300000,3100000,6300000,26536792,39475859,93153997,-329358088,-96841890,298214724,709243405,2264302548,4989953805,B-,FALSE,FALSE,945822,41,27,15
01/08/2023 22:24:55 EST,410,UC5f5IV0Bf79YLp_p9nfInRA,whoisjimmy,howridiculous,@howridiculous,How Ridiculous,40065,sports,AU,Australia,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,608,14300000,6780028398,0,0,0,100000,200000,400000,800000,2800000,7130000,6272236,12566847,33368742,59712593,147813803,387351021,781190540,2154852398,5240336334,A-,TRUE,FALSE,1235,253,697,7
01/08/2023 22:24:59 EST,409,UCUN9lhwfMJRxMVuet7Shg0w,youtubebrasil,,@youtubebrasil,YouTube Brasil,40639,people,BR,Brazil,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,334,2750000,1015023311,0,0,0,0,20000,240000,260000,280000,380000,4090094,11777452,17451772,17704508,-26178772,37745290,-95728421,-23338543,235508991,B-,FALSE,FALSE,944480,1021,9267,415
01/08/2023 22:25:02 EST,408,UC1ciY6kR3yj3kaKZ6R7ewAg,infobellshindirhymes,infobellshindirhymes,@infobellshindirhymes,Infobells - Hindi,41796,education,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,504,47800000,27216472820,0,100000,100000,200000,400000,800000,1300000,3800000,7900000,22245471,43525660,74611061,143409224,278956559,538087937,933414529,2607749431,5398266774,A,FALSE,TRUE,490,43,41,16
01/08/2023 22:25:10 EST,407,UCzXpAx4v6rFLYXkJZ5nmSvQ,zXpAx4v6rFLYXkJZ5nmSvQ,livcrime,@livcrime,LIV Crime,44061,people,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6181,16800000,8587356911,0,0,100000,200000,500000,1100000,1800000,3800000,7690000,9421965,28425654,69441008,144645956,326283155,663621864,1096247671,2313772111,4462558930,A,FALSE,FALSE,333,228,461,77
01/08/2023 22:25:11 EST,406,UCwVzFkXszeP__iWXNV2EjhA,bradesco,bradesco,@bradesco,bradesco,38846,entertainment,BR,Brazil,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,781,4230000,6277552667,0,0,0,0,0,0,0,30000,150000,0,18669886,51792799,135465670,265641251,355183581,496915301,998850750,1220857746,A,FALSE,FALSE,484,870,793,290
01/08/2023 22:25:12 EST,405,UCRm96I5kmb_iGFofE5N691w,tseriesoldisgold,tseriesoldisgold,@tseriesoldisgold,Bollywood Classics,41001,music,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1949,32300000,20019661735,0,0,0,100000,300000,700000,1100000,2400000,4900000,9862576,29720248,70171045,137660512,300156178,613912331,1345067107,1300242690,3259718796,A,FALSE,FALSE,360,104,99,32
01/08/2023 22:25:13 EST,404,UCUe6ZpY6TJ0no8jI4l2iLxw,nickelodeonjuniorfr,nickjr,@nickjr,Nick Jr.,41179,entertainment,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4975,25900000,21196101956,0,0,0,100000,200000,400000,600000,1300000,3200000,5991296,16803375,35633470,77276635,176493872,280411629,414779132,986201313,3123130480,A,FALSE,TRUE,999,146,84,56
01/08/2023 22:25:16 EST,403,UC1WbRuMMzbzUfBG65x1FmXQ,Zerogravityus,peetmontzingo,@peetmontzingo,Peet Montzingo,41791,people,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,239,9060000,6275504474,10000,30000,80000,240000,400000,830000,1440000,3540000,6520000,0,31808722,65206017,199128503,366782561,792778709,1233192492,2798244037,4987345015,A,FALSE,FALSE,272,389,797,244
01/08/2023 22:25:17 EST,402,UCXLTtqaS9pYRXVOiPZG9Xpw,XLTtqaS9pYRXVOiPZG9Xpw,alexksyu,@alexksyu,Alex & Ksyu,44116,comedy,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,383,3490000,2937030569,10000,30000,80000,160000,340000,620000,910000,1590000,2955000,8149135,26224931,55943994,127937642,293286536,504350126,776630123,1352612291,2496095584,A,FALSE,FALSE,455,951,2371,710
01/08/2023 22:25:24 EST,401,UC7_YxT-KID8kRbqZo7MyscQ,MarkiplierGame,markiplier,@markiplier,Markiplier,41055,games,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5366,34000000,19282718452,0,0,0,0,100000,300000,500000,1000000,3600000,4782621,14481677,33665077,61985228,123833226,253966265,404985318,931845828,2400757066,A-,FALSE,FALSE,1851,93,109,32
01/08/2023 22:25:27 EST,400,UCPuEAY09CtdTzFNWuqVZgDw,PuEAY09CtdTzFNWuqVZgDw,,@topperguild,Topper Guild,41829,comedy,US,United States,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,572,10100000,10510577035,0,100000,120000,290000,510000,900000,1400000,2890000,5480000,22119104,62310615,140927820,284377174,516976989,956494632,1457221625,2921601734,4867583631,A,FALSE,FALSE,154,297,326,184
01/08/2023 22:25:28 EST,399,UC1lzzEGtkVvAG0KXHznIyhw,1lzzEGtkVvAG0KXHznIyhw,robotdunia22,@robotdunia22,ROBOT DUNIA,44181,people,ID,Indonesia,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,681,3520000,2356680125,0,0,0,0,-10000,-20000,-20000,-40000,1250000,10792,35695,97381,177967,637042,2074934,2846682,4408580,845996293,B,FALSE,FALSE,329095,944,3175,208
01/08/2023 22:25:29 EST,398,UCelMeixAOTs2OQAAi9wU8-g,Cookieswirlc,cookieswirlc,@cookieswirlc,CookieSwirlC,41581,games,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3636,18800000,21837532912,0,0,0,100000,200000,300000,400000,900000,2000000,5798778,17619197,56348315,102813804,216383395,422280129,645781510,1583294822,3743338704,A,FALSE,FALSE,722,208,78,105
01/08/2023 22:25:32 EST,397,UCl0AXmYD5-9ZwQfafFi81ZA,xfactorindonesiafm,xfactorindonesia,@xfactorindonesia,X Factor Indonesia,41096,entertainment,ID,Indonesia,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,610,2800000,664464597,0,0,0,0,0,10000,20000,90000,1790000,157767,454904,1064414,2154819,4970684,10944429,16948003,54242519,311788162,B,FALSE,FALSE,77233,1016,15094,261
01/08/2023 22:25:39 EST,396,UCbI1isiymwEX8M7asO222Fg,bI1isiymwEX8M7asO222Fg,,@areyouhungry3512,ARE YOU HUNGRY,44086,people,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,710,5930000,4098768774,0,20000,30000,80000,210000,380000,660000,1250000,3880000,0,5532271,17354287,42164869,115532534,234867377,403397342,804067360,2541334413,A-,FALSE,FALSE,1917,699,1490,353
01/08/2023 22:25:41 EST,395,UCGLDtG2tl0uG8P0eNstbLUA,GLDtG2tl0uG8P0eNstbLUA,tooltips,@tooltips,Tool_Tips,43831,people,GB,United Kingdom,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2274,6040000,5726517958,10000,30000,60000,110000,250000,650000,1060000,1960000,3390000,7008112,21943255,56003491,111643599,239816320,497412528,831568945,1591294269,3104332612,A,FALSE,FALSE,565,688,902,113
01/08/2023 22:25:43 EST,394,UCEULr2wyUUee1JczjcW5sdA,EULr2wyUUee1JczjcW5sdA,,@technicalsarkaroffical,Technical Sarkar,44334,entertainment,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2252,747000,1280112731,0,0,0,-1000,-2000,-4000,-6000,-4000,525000,0,3856,10450,18440,38966,97407,176144,16975319,936631725,B-,FALSE,FALSE,743525,1474,6894,1075
01/08/2023 22:25:44 EST,393,UCSiDGb0MnHFGjs4E2WKvShw,SiDGb0MnHFGjs4E2WKvShw,mr_indian_hacker,@mrindianhacker,MR. INDIAN HACKER,41081,tech,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,863,29200000,5019661343,0,0,100000,200000,300000,1100000,1800000,3200000,9000000,0,5452088,21455943,38442779,-7672554,174681956,297742470,592079043,1536201773,B-,FALSE,FALSE,941153,127,1099,39
01/08/2023 22:25:46 EST,392,UC9PfekKMDzLt_tkragAeACw,TheShRichu,theoneshu,@theoneshu,The One Shu,40589,comedy,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,711,4780000,5203179930,10000,30000,70000,80000,110000,200000,350000,1050000,2180000,20228028,39757161,59655456,76433652,112722743,217178233,355055899,897074110,2257347923,A-,FALSE,FALSE,3111,816,1039,578
01/08/2023 22:25:50 EST,391,UCjJi4VypRwAVwwRohHGOnHg,jJi4VypRwAVwwRohHGOnHg,,@underwatertorishorts,Underwater Tori Shorts,44194,people,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1297,3610000,4470177694,10000,20000,40000,80000,130000,250000,370000,670000,1970000,9556885,27370503,54977956,95067174,172485875,353275117,554437896,1025002525,2667679103,A-,FALSE,FALSE,1188,938,1326,697
01/08/2023 22:25:52 EST,390,UCzEAWIWMigRBbulQ6yVlilg,zEAWIWMigRBbulQ6yVlilg,priyalkukreja21,@priyal_kukreja,Priyal Kukreja,44309,people,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,574,10500000,7135240749,200000,400000,460000,630000,920000,1680000,2400000,4520000,9930000,22737328,60190441,137959100,236786018,491248975,1038584028,1527336201,2789395469,6905039530,A,FALSE,FALSE,181,297,642,136
01/08/2023 22:25:57 EST,389,UCnSFZ-olBoLGLRUS_3RI2Aw,ooltahchashmah,taarakmehtakaooltahchashmah,@taarakmehtakaooltahchashm,Taarak Mehta Ka Ooltah Chashmah,41855,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3222,14800000,8956828448,0,0,100000,100000,200000,400000,600000,1500000,3900000,7127679,22225001,52069791,110816302,204104743,405758945,651231105,1468240340,3546026559,A,FALSE,FALSE,802,248,429,91
01/08/2023 22:26:02 EST,388,UCm2FYakWw43UiBCRAIbfe4A,m2FYakWw43UiBCRAIbfe4A,harpreetsdc,@harpreetsdc,Harpreet SDC,43568,entertainment,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1945,10100000,7516055521,0,0,0,0,100000,100000,270000,1160000,3520000,2989825,8169932,18608331,37948442,79764470,147791103,298165482,1208519538,3494083834,A-,FALSE,FALSE,3778,296,569,135
01/08/2023 22:26:03 EST,387,UC196qeFpI8slOwK8ZWjKndw,196qeFpI8slOwK8ZWjKndw,indorephysicalacademysatyadhisharmaclasses,@indorephysicalacademy.,Indore Physical Academy,41748,people,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1459,12400000,3437812241,0,0,100000,100000,200000,400000,700000,2840000,6400000,0,6504252,25686411,40606260,76640890,166243440,316795425,1121528001,2476892854,A-,FALSE,FALSE,3865,272,1904,113
01/08/2023 22:26:07 EST,386,UCwpcLKMwiuPg4aqImpGk6Ew,cancionesdelagranja,lascancionesdelagranja,@lagranjadezenon,La Granja de Zenón,41431,music,AR,Argentina,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,592,33000000,24257482868,100000,100000,100000,200000,500000,800000,1100000,2000000,3900000,14827076,40418966,102208387,164074775,368657167,698908366,1060393670,2025635794,4041205840,A,FALSE,TRUE,281,101,61,2
01/08/2023 22:26:08 EST,385,UCwjhuO66iMK5PYpG5IpEiRg,wjhuO66iMK5PYpG5IpEiRg,,@dedeksoemantri,Dedek Soemantri,41571,comedy,ID,Indonesia,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1255,1220000,1789142390,10000,10000,20000,40000,70000,130000,170000,412000,1187700,3003230,12604548,20799616,42273979,85892735,170617449,253483782,643634533,1754575621,A-,FALSE,FALSE,3467,1184,4598,412
01/08/2023 22:26:11 EST,384,UChOQkbLHWi3zSCUjT7Kjd1g,invictorgs3,invictorgs3,@invictorgs3,invictor,41407,games,ES,Spain,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2152,19800000,7633092030,0,0,100000,100000,200000,500000,900000,2400000,5100000,0,6209928,20289084,46307903,108524053,231445806,365844520,1009716520,2600657081,A-,FALSE,FALSE,2208,198,552,5
01/08/2023 22:26:12 EST,383,UCGVR33D9-jd2iWesZmCGjTg,memuarad24,remusbujor,@remusbujor,Remus Bujor,40412,entertainment,GB,United Kingdom,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1533,2880000,3401905281,10000,10000,20000,30000,60000,110000,200000,320000,1110000,2164371,5641909,15351715,24345738,59787002,139725230,235812982,394798447,1461601523,B+,FALSE,FALSE,5185,1009,1920,243
01/08/2023 22:26:13 EST,382,UC7KbBjpHAj6SgRpgsnw49DQ,7KbBjpHAj6SgRpgsnw49DQ,,@user-uc7fj4pf7j,Маргарита Дьяченкова,42120,people,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,16,787000,284634662,0,-1000,-1000,-2000,-5000,-9000,-13000,43000,,911,3517,5930,15147,42136,90460,166459,23312533,,B-,FALSE,FALSE,738519,1433,37478,
01/08/2023 22:26:14 EST,381,UCJF4y2nyCCrDKTgA7dxz1Qw,maatv,starmaatv,@starmaatv,Star Maa,38941,entertainment,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20969,6970000,8665082078,10000,20000,50000,100000,190000,340000,450000,780000,1300000,0,28542680,74255672,183378564,345358428,680914968,960006833,1578274711,2817775529,A,FALSE,FALSE,289,595,453,278
01/08/2023 22:26:18 EST,380,UCGXTG13cC7PLTlIr3r30SrQ,GXTG13cC7PLTlIr3r30SrQ,syfyyt,@syfyyt,Syfy,42532,games,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,330,602000,50204051,0,0,-1000,-1000,-2000,-4000,-5000,-11000,-25000,889,1725,3635,7321,17551,40125,61011,147082,360809,B-,TRUE,FALSE,763313,1627,193400,
