expires_at,available,id,username,cusername,handle,display_name,created_at,channel_type,country_code,country,avatar,Banner,website,Facebook,twitch,twitter,Instagram,linkedin,discord,tik tok,uploads,subscribers,totalviews,growthsubs1,growthsubs3,growthsubs7,growthsubs14,growthsubs30,growthsubs60,growthsubs90,growthsubs180,growthsubs365,growthviews1,growthviews3,growthviews7,growthviews14,growthviews30,growthviews60,growthviews90,growthviews180,growthviews365,grade,sb_verified,made_for_kids,sbrank,rankedsubscribers,rankedviews,rankcountry
01/08/2023 22:29:21 EST,312,UCTNtRdBAiZtHP9w7JinzfUg,sonymusicsouthvevo,,@sonymusicsouthvevo,SonyMusicSouthVEVO,41834,music,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4452,17000000,16132524507,0,0,0,0,100000,300000,400000,1000000,2300000,0,16080833,50617085,109701869,242274962,488388875,761520421,1609173146,3173256061,A,FALSE,FALSE,574,226,144,119
01/08/2023 22:29:23 EST,311,UC26FEMwAAjj8jfNbuVdFMBQ,26FEMwAAjj8jfNbuVdFMBQ,skincareryan,@skincareryan,Dr Ryan,44022,education,US,United States,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,830,5620000,3779770671,10000,30000,70000,170000,290000,650000,1180000,2730000,5028000,4798822,18110988,30565526,78127570,137173088,327646454,713852937,1706862519,3429398628,A-,FALSE,FALSE,1546,734,1663,501
01/08/2023 22:29:30 EST,310,UCWBWgCD4oAqT3hUeq40SCUw,WBWgCD4oAqT3hUeq40SCUw,sambucha,@sambucha,Sambucha,43831,games,,Unspecified,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1115,3840000,4206186996,0,20000,50000,110000,250000,520000,700000,1270000,2610000,0,20069249,62414794,152683471,315035177,612166714,943844092,1801512592,3289939772,A,FALSE,FALSE,329,913,1437,
01/08/2023 22:29:33 EST,309,UCXooz9whNJZBRTHi9AqdjPw,gusttavolimaoficial,gusttavolimaoficial,@gusttavolimaoficial,Gusttavo Lima Oficial,40491,music,BR,Brazil,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,349,19600000,12666098407,0,0,0,0,100000,200000,300000,600000,1300000,7417762,15253739,43305607,84844477,199050373,434033295,621456090,1048238138,2405917624,A,FALSE,FALSE,834,200,245,17
01/08/2023 22:29:36 EST,308,UCvRIeQeTZDHRcqVZRu0XBug,Sbscaptain,strosbs,@bbackent,빽능 - SBS 옛날 예능,40912,entertainment,KR,Korea,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4893,1210000,1629460506,0,0,10000,10000,30000,60000,100000,190000,385000,2480097,6163627,12335230,24732253,60851613,119441002,164133141,357229334,801330982,B+,FALSE,FALSE,5416,1184,5157,274
01/08/2023 22:29:39 EST,307,UCJl0idSupgyRNT9uKfS9bxA,Jl0idSupgyRNT9uKfS9bxA,thebeverlyhalls,@thebeverlyhalls,The Beverly Halls,41830,entertainment,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3055,5630000,5886672808,0,10000,40000,80000,130000,260000,510000,1470000,3070000,4820092,13380472,40812260,76124835,152884312,339779322,620245761,1676186455,3245864172,A-,FALSE,FALSE,1217,730,863,497
01/08/2023 22:54:51 EST,266,UC8f7MkX4MFOOJ2SerXLInCA,gmmonetv,one31official,@one31official,ช่อง one31,41284,entertainment,TH,Thailand,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,103549,35700000,26904322642,0,100000,100000,200000,300000,600000,1000000,1800000,3600000,0,21725797,66767965,288005093,302080601,634061941,2652490162,314751843,1483407516,A,TRUE,FALSE,353,86,42,2
01/08/2023 22:54:53 EST,265,UCtaMRYGIXKhRpI86D2CqTEA,taMRYGIXKhRpI86D2CqTEA,ashhodgkinson,@ashmagic,Ash Magic,41816,entertainment,AU,Australia,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1504,2550000,3026116790,0,10000,20000,30000,50000,110000,160000,390000,940000,3665188,14910017,32013634,60065992,107512093,221638366,302202492,698603884,1493237348,A-,FALSE,FALSE,2442,1042,2254,82
01/08/2023 22:54:55 EST,264,UCIZh0H3O8hbpH4jNXGs3UeA,IZh0H3O8hbpH4jNXGs3UeA,factsangrah,@factsangrah,Fact Sangrah,44422,people,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,648,461000,296507889,0,0,0,0,2000,8000,17000,71000,,0,47210,228824,504269,1410081,4049984,9046181,33111781,,B,FALSE,FALSE,188512,1778,35865,1363
01/08/2023 22:54:56 EST,263,UCL0bN6THhHVBwRPsXKOhAHg,L0bN6THhHVBwRPsXKOhAHg,chinguamiga,@chinguamiga,Chingu amiga,43870,entertainment,MX,Mexico,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,816,6870000,3572630840,0,0,20000,40000,130000,260000,390000,1140000,3630000,8633711,16293076,30781096,60549266,141335250,243522684,383606060,906720649,2271747366,A-,FALSE,FALSE,1458,603,1793,88
01/08/2023 22:54:58 EST,262,UCNzmmbXIbMzlqE8nD1PBXfg,NzmmbXIbMzlqE8nD1PBXfg,dangaltvchannel,@dangaltvchannel,Dangal TV Channel,42949,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12224,16700000,10208249009,0,0,100000,200000,300000,800000,1400000,3000000,5800000,0,19462264,69801657,137552909,328681306,776835173,1377637406,2819999521,5172628538,A,FALSE,FALSE,284,229,346,78
01/08/2023 22:55:00 EST,261,UCQ00zWTLrgRQJUb8MHQg21A,Q00zWTLrgRQJUb8MHQg21A,_comeplaywithme_,@comeplaywithme,Come Play With Me,41663,entertainment,US,United States,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,381,12900000,15231592518,100000,100000,100000,200000,300000,400000,500000,1000000,1900000,11228408,23794580,54196649,102856550,203363045,381954503,593967065,1350668916,2940941927,A,FALSE,TRUE,830,268,164,156
01/08/2023 22:55:01 EST,260,UCx61eKWzxcKW6U4nhGiVfYA,x61eKWzxcKW6U4nhGiVfYA,treadmillguy100,@thetreadmillguy,Treadmill Guy,44335,people,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1183,1630000,1634092431,0,10000,20000,50000,80000,170000,270000,540000,1279000,1956409,8196435,15477059,29775490,61004042,111087451,179593881,399531569,1222725929,A-,FALSE,FALSE,4655,1139,5143,895
01/08/2023 22:55:02 EST,259,UC02rAIf5RYrww6AWhoI5S0w,02rAIf5RYrww6AWhoI5S0w,katiefeeney,@katiefeeney,Katie Feeney,42730,people,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2517,3030000,3696029381,0,10000,10000,20000,50000,120000,250000,670000,1570000,3818853,11452701,20728727,39474351,106487124,228864760,385515698,786387781,1875925708,A-,FALSE,FALSE,2184,993,1715,752
01/08/2023 22:55:06 EST,258,UCUMxxg0KvWiSWHUXRPpnKzw,UMxxg0KvWiSWHUXRPpnKzw,,@user-nk3mr5kr9o,व्लाद और निकिता,43407,entertainment,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,467,28100000,16837296272,0,0,100000,300000,600000,1100000,1500000,2800000,5300000,8202174,35020255,75442205,128769829,278172283,500594635,741123804,1467697354,3104560086,A,FALSE,TRUE,466,133,136,50
01/08/2023 22:55:10 EST,257,UCfM3zsQsOnfWNUppiycmBuw,eminemmusic,eminem,@eminem,EminemMusic,39122,music,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,140,54400000,24916168925,0,0,100000,200000,400000,700000,1000000,2200000,4400000,13244667,31082070,75161044,138522587,297865016,599155467,877593609,1737498971,3389632917,A,FALSE,FALSE,398,35,55,12
01/08/2023 22:55:15 EST,256,UCQtnw2pnf1Ogaz0XsvCwHjQ,Qtnw2pnf1Ogaz0XsvCwHjQ,,@binhbebong4258,Bình Bé Bỏng,44522,games,VN,Vietnam,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,312000,36972,0,0,0,0,-1000,-2000,-2000,-6000,,13,50,117,209,391,940,1877,9880,,B-,FALSE,FALSE,780976,1942,3721681,843
01/08/2023 22:55:16 EST,255,UC42XkARN6m2hU5SC8yw1fzQ,42XkARN6m2hU5SC8yw1fzQ,gonewrongys,@gonewrongys,ɢᴏɴᴇ ᴡʀᴏɴɢ ʏꜱ,44413,games,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,326,298000,32406066,0,0,0,1000,3000,9000,17000,56000,,43447,74005,284745,1554885,6790692,4083987,5332028,20695397,,B,FALSE,FALSE,56812,1956,280819,1687
01/08/2023 22:55:17 EST,254,UCIvaYmXn910QMdemBG3v1pQ,zeenews,zeenews,@zeenews,Zee News,39252,news,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,155869,28200000,13973446225,100000,100000,100000,200000,400000,700000,1000000,2500000,6800000,57480697,92819944,133923141,221772974,439818528,791393072,1197414413,2953765515,6743796465,A,FALSE,FALSE,249,133,197,41
01/08/2023 22:55:18 EST,253,UCiYcA0gJzg855iSKMrX3oHg,coryxkenshin,coryxkenshin,@coryxkenshin,CoryxKenshin,39930,games,US,United States,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1669,15100000,6304315490,0,100000,100000,200000,300000,500000,800000,1600000,3300000,9889303,12891615,31292063,65854137,151026796,234924324,355185862,639631724,1393977945,A-,FALSE,FALSE,1363,246,785,136
01/08/2023 22:55:19 EST,252,UCSs9H1cyB3OHdy8wkit8ZKg,etvteluguindia,etvteluguindia,@etvteluguindia,etvteluguindia,40252,entertainment,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,116809,18200000,20915513900,0,0,0,100000,200000,400000,600000,1300000,2700000,11412757,23155333,70035355,149210457,351434789,660862094,1048661046,2076531192,4402814919,A,FALSE,FALSE,304,214,90,69
01/08/2023 22:55:21 EST,251,UCNhqvQMXIgRfjAGmxQqdNRw,rotanaaudio,rotanaaudio,@rotanamusic,Rotana,40918,music,SA,Saudi Arabia,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,8212,20600000,17490837006,0,0,0,0,100000,300000,500000,1000000,2200000,8177033,29315680,50625322,99827091,227495937,479254223,741584564,1560105521,3120191837,A,FALSE,FALSE,652,190,127,2
01/08/2023 22:55:24 EST,250,UCco5g2NRNA5ACPm03F3H8mA,co5g2NRNA5ACPm03F3H8mA,lalalifeshorts,@lalalifeshorts,La La Life Shorts,44314,entertainment,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2189,1580000,1979646765,0,10000,20000,30000,50000,100000,180000,550000,1205000,3690903,8715624,22099528,41116048,88716169,186642050,314319783,812735321,1659956663,A-,FALSE,FALSE,2863,1143,4033,899
01/08/2023 22:55:32 EST,249,UCA0pwbCFS8Sq5cGihkBhiNA,A0pwbCFS8Sq5cGihkBhiNA,,@candyplatter521,Candy Platter,44182,entertainment,US,United States,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,580,7830000,9394054526,0,0,10000,30000,100000,190000,320000,7838410,7838410,0,201296,13647665,31171941,106137039,188781571,307893223,557214874,1437193185,A-,FALSE,FALSE,1973,504,391,315
01/08/2023 22:55:34 EST,248,UCXmseTCR4w5q36pupOJKegw,XmseTCR4w5q36pupOJKegw,chapitosiki,@chapitosiki,Chapitosiki,43854,entertainment,RU,Russian Federation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1458,7590000,6886498725,30000,80000,200000,440000,1010000,2050000,2500000,4050000,5790000,28799003,82453974,170634228,422499973,908942701,1858461758,2519944719,4343719395,6125513212,A+,FALSE,FALSE,39,537,689,38
01/08/2023 22:55:35 EST,247,UCxd6ifFZycyUB45d2t9VPQw,xd6ifFZycyUB45d2t9VPQw,,@themermaidscales3585,TheMermaidscales,42950,entertainment,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1840,6320000,6162390198,10000,30000,70000,140000,330000,700000,1130000,2520000,4950000,35437779,63758388,111400262,199419023,426787077,842140144,1303340517,2943324987,5474170761,A,FALSE,FALSE,209,661,813,
01/08/2023 22:55:39 EST,246,UCozAuGJZ5MPoijz8IE_1Gtw,toyoraljanahtv,,@toyoraljanahtv,قناة طيور الجنة | toyoraljanahtv,39776,music,JO,Jordan,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3173,28900000,26475737636,0,100000,100000,100000,200000,400000,600000,1200000,2600000,6733942,25218799,43065917,85800917,164344493,357308897,534830815,1081046886,2539096958,A-,FALSE,FALSE,1133,129,44,1
01/08/2023 22:55:41 EST,245,UC-JFyL0zDFOsPMpuWu39rPA,thanthitv,thanthitvnews,@thanthitv,Thanthi TV,41150,news,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,255734,7680000,7403902277,10000,20000,30000,50000,130000,250000,340000,1070000,2360000,0,19393640,55830946,112266378,272962403,583888989,885243172,2359033292,4443294461,A,FALSE,FALSE,447,522,584,240
01/08/2023 22:55:44 EST,244,UCGWzK1OWiP4GlVknpuJ1mwg,GWzK1OWiP4GlVknpuJ1mwg,,@valenrewah,Valen Rewah,42883,people,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,125,2260000,1338530666,10000,20000,40000,60000,130000,240000,290000,630000,1670000,5004055,12041015,17242811,27514537,69898707,139539954,172476124,409499086,1127699820,A-,FALSE,FALSE,4449,1074,6646,
01/08/2023 22:55:45 EST,243,UC66KzYUMWmN4PralND7cgAA,themikmaksofficial,themikmaks,@themikmaks,The Mik Maks,41549,entertainment,AU,Australia,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,261,5950000,5164071313,0,10000,30000,80000,180000,230000,310000,670000,2170000,2857692,8610981,25359629,63805656,126668241,202697621,324505850,717577042,2043033175,A-,FALSE,TRUE,1726,696,1044,29
01/08/2023 22:55:46 EST,242,UCFSqAZl3AxxMyaHouB2GKSg,FSqAZl3AxxMyaHouB2GKSg,mikaeltubehd,@mikaeltubehd,Mikael TubeHD,41800,people,ID,Indonesia,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1354,9790000,6636721377,10000,20000,50000,110000,270000,510000,720000,1560000,3400000,7099404,21104475,47112621,101283982,232762954,437595330,641075295,1380740379,2913803986,A,FALSE,FALSE,667,320,717,44
01/08/2023 22:55:47 EST,241,UC3ZkCd7XtUREnjjt3cyY_gg,WorkpointOfficial,workpointofficial,@workpointofficial,WorkpointOfficial,41218,entertainment,TH,Thailand,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,65903,37900000,34833744560,0,0,0,100000,200000,400000,600000,1300000,2800000,8078884,23550808,56659261,114553133,238994057,489068428,782626453,1631960552,2476180189,A,FALSE,FALSE,591,73,23,1
01/08/2023 22:55:49 EST,240,UCFlC8U0Uif2hF0FIgsSIIYQ,FlC8U0Uif2hF0FIgsSIIYQ,grupofirmeoficial,@grupofirmeoficial,Grupo Firme,42843,music,MX,Mexico,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,73,6960000,5505782266,10000,10000,20000,40000,80000,180000,290000,650000,1740000,4905774,14338610,36156638,72114394,158592433,338312957,525026457,1053971841,2169974332,A-,FALSE,FALSE,1196,594,955,85
01/08/2023 22:55:50 EST,239,UC8dnBi4WUErqYQHZ4PfsLTg,tv9kannadanews,tv9kannada,@tv9kannada,Tv9 Kannada,40255,news,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,216936,8830000,8448465081,0,10000,20000,30000,70000,160000,240000,4510000,4510000,15395645,25022158,41241920,86202863,183109714,401613048,605494279,1314663439,3128195846,A,FALSE,FALSE,979,408,470,186
01/08/2023 22:55:52 EST,238,UC3uTUlmgECBnsP777U4GPKQ,3uTUlmgECBnsP777U4GPKQ,csbishtvines,@csbishtvines,CS Bisht Vines,42812,comedy,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,97,10500000,7996758549,0,0,100000,100000,100000,300000,400000,860000,2220000,2069450,6555158,19474301,34102310,77378071,160653651,266441503,750890167,2071764861,A-,FALSE,FALSE,3786,291,513,131
01/08/2023 22:55:58 EST,237,UCsRM0YB_dabtEPGPTKo-gcw,adelelondon,,@adele,Adele,39542,music,GB,United Kingdom,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,29300000,13183569267,0,0,0,0,100000,300000,400000,800000,2600000,6031183,14081811,31386704,59058804,127759359,265924900,400849389,771775608,1885014979,A-,FALSE,FALSE,1686,126,225,6
01/08/2023 22:56:01 EST,236,UCT9zcQNlyht7fRlcjmflRSA,Imaginedragons,,@imaginedragons,ImagineDragons,40028,music,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,87,29500000,15282317184,0,0,0,100000,200000,400000,700000,1400000,3000000,10036850,23707917,51581190,98835622,220263060,461246309,712467562,1367553134,2728019997,A,FALSE,FALSE,712,125,163,46
01/08/2023 22:56:03 EST,235,UCfr5HJzha2HHnCnEeA1IYbQ,fr5HJzha2HHnCnEeA1IYbQ,,@likepolish,LIKE! Polish,44426,entertainment,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2250000,0,0,0,0,0,-10000,-20000,-30000,-70000,1130000,0,0,0,0,0,-1766414996,-1766207624,-1764501642,-1003929921,B-,FALSE,FALSE,781353,1072,3758603,831
01/08/2023 22:56:05 EST,234,UC56dNUTok1pgvpY75CsJQ4Q,56dNUTok1pgvpY75CsJQ4Q,,@gulshankalra07,Gulshan Kalra,43199,howto,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,422,18100000,8542448914,0,100000,200000,500000,1100000,2400000,3700000,7300000,16280000,19641412,57331817,127697242,239287263,535162892,1158263588,1779450335,3207724324,7623961606,A,FALSE,FALSE,143,216,466,
01/08/2023 22:56:07 EST,233,UC_wIGmvdyAQLtl-U2nHV9rg,Zeetamil,zeetamil,@zeetamil,Zee Tamil,39686,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,63783,11300000,6977114056,0,0,0,100000,100000,200000,400000,800000,1340000,8012678,14634239,40811554,87252383,184417039,387627129,680582244,1964220046,2206193671,A,FALSE,FALSE,950,283,661,123
01/08/2023 22:56:08 EST,232,UCzCD3U8XGOP8jKhOLJSnT3A,zCD3U8XGOP8jKhOLJSnT3A,celebritybizz,@celebritybizz,Celebrity Bizz,41709,entertainment,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2030,327000,668657213,0,0,0,0,-1000,-2000,-4000,7000,,6451,19098,53423,97532,209048,427079,633846,36875782,,B-,FALSE,FALSE,581602,1924,14978,1657
01/08/2023 22:56:11 EST,231,UCmgo9jeT8tSSGx0V9nCiR1Q,mridulfans,mridulmadhok,@mridulmadhok,Mridul Madhok,40530,education,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2573,5530000,2225127567,20000,50000,110000,250000,620000,1280000,1360000,1580000,2680000,0,15181367,45445267,109959493,249907100,448896768,539473576,769307078,1611948352,A,FALSE,FALSE,537,744,3463,386
01/08/2023 22:56:12 EST,230,UC_gV70G_Y51LTa3qhu8KiEA,luccasneto,luccasneto,@luccastoon,LUCCAS NETO - LUCCAS TOON,41851,entertainment,BR,Brazil,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1931,38400000,21167256888,0,0,0,0,100000,200000,400000,1000000,2100000,0,17697499,43302005,67865792,142797384,317023687,518527588,1085863921,3293750899,A-,FALSE,FALSE,1379,70,86,5
01/08/2023 22:56:13 EST,229,UCu2Vjs6UrY3LvaiSI98YBXQ,u2Vjs6UrY3LvaiSI98YBXQ,,@reelsunder6355,reels under✓,44364,howto,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,269,363000,198250226,0,0,0,-1000,-1000,-2000,-3000,206000,,485,1525,3934,8698,19003,43464,66826,488177,,B-,FALSE,FALSE,762202,1883,54040,1461
01/08/2023 22:56:14 EST,228,UCP0-uhdYAdRszpigCXYbh4Q,ZupraOMG,nachitojuegajuegos,@nachitojuegajuegos,NachitoJuegaJuegos,41721,comedy,CL,Chile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,301,4300000,1235839704,10000,10000,30000,90000,280000,490000,750000,1710000,4024000,2953657,4002131,12273041,29041025,83397480,142292300,201443483,438825883,1208228198,A-,TRUE,FALSE,3091,864,7230,10
01/08/2023 22:56:16 EST,227,UC25HlXqG0PgoPvL60lqh8iw,25HlXqG0PgoPvL60lqh8iw,mrepicmrepic,@mrepicmrepic,MrRespect,44419,entertainment,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213,1420000,710355991,0,0,0,-10000,-10000,-10000,-20000,-50000,1169000,0,1297,5546,51885,118519,275179,391097,1431787,450829768,B-,FALSE,FALSE,603793,1160,13924,778
01/08/2023 22:56:17 EST,226,UC3GevhlJJASaoR0KvMw07yw,3GevhlJJASaoR0KvMw07yw,,@sheinfashion933,SHEIN FASHION,44089,,,Unspecified,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11243,91600,4665819968,100,200,500,800,1500,2100,2600,9400,20300,1572209,4299249,10983762,22045967,48686459,88833166,132201928,643102167,1885048449,B+,FALSE,FALSE,6568,2398,1223,
01/08/2023 22:56:19 EST,225,UCw3YLK90aapOicjIHDOnj6Q,w3YLK90aapOicjIHDOnj6Q,sonrixs,@sonrixs,Sonrixs,43345,people,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,761,3880000,3254818959,10000,20000,50000,90000,210000,570000,930000,1450000,2870000,0,12470780,42967612,96652112,219876365,497153719,744709293,1238816380,2369757891,A,FALSE,FALSE,631,910,2059,
01/08/2023 22:56:21 EST,224,UCqwuSEau2daG4k8BYFWOVGg,qwuSEau2daG4k8BYFWOVGg,,@,Mr B P M,44026,people,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,438000,0,0,0,0,-1000,-2000,-4000,-6000,2000,,0,0,0,-60765,-45127,0,-83067579,-56333253,,B-,FALSE,FALSE,719802,1788,3649353,1378
01/08/2023 22:56:22 EST,223,UCzJ53fi4NuDCYWOk9PtEkCA,zJ53fi4NuDCYWOk9PtEkCA,vectorperkins,@_vector_,_vector_,43548,comedy,US,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,293,5580000,3148502688,30000,90000,220000,340000,430000,560000,790000,2720000,4788000,0,29699156,79512824,131313444,185049241,269146293,383135620,1208502550,2536234814,A-,FALSE,FALSE,1171,743,2179,510
01/08/2023 22:56:23 EST,222,UCt4t-jeY85JegMlZ-E5UWtA,aajtaktv,aajtak,@aajtak,Aaj Tak,40052,news,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,224218,54700000,22118867836,100000,100000,200000,200000,400000,900000,1300000,2900000,6300000,80288834,93865069,159053611,225085938,433651875,822066955,1369779237,3135721812,6101332713,A,FALSE,FALSE,256,34,74,14
01/08/2023 22:56:24 EST,221,UC9CoOnJkIBMdeijd9qYoT_g,osnapitzari,arianagrande,@arianagrande,Ariana Grande,39104,music,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,146,52100000,22824250507,0,0,0,100000,100000,200000,300000,700000,1800000,6499157,18981577,44259997,83975872,173688208,336737093,495893459,974212453,2127123748,A-,FALSE,FALSE,1072,38,68,13
01/08/2023 22:56:26 EST,220,UC4zWG9LccdWGUlF77LZ8toA,4zWG9LccdWGUlF77LZ8toA,primevideoin,@primevideoin,Prime Video India,42646,entertainment,US,United States,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5305,10100000,7209937884,0,0,0,150000,700000,950000,1180000,1670000,3220000,3049118,8097734,28910556,92995486,377109716,625082788,978819084,1572564606,3139215247,A,FALSE,FALSE,230,296,614,183
01/08/2023 22:56:27 EST,219,UCwljrkoI5jsfvAKgW3zNC7Q,wljrkoI5jsfvAKgW3zNC7Q,shopeeindonesia,@shopeeindonesia,SHOPEE Indonesia,42025,entertainment,ID,Indonesia,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4360,2580000,7060701511,0,0,0,0,20000,30000,80000,240000,700000,-17834272,-7288161,19267618,41497605,-28445618,115500288,280604002,859914620,1629772531,B-,FALSE,FALSE,934736,1038,645,278
01/08/2023 22:56:28 EST,218,UCXN3CZuhnGzrhIbj41raLNA,XN3CZuhnGzrhIbj41raLNA,,@clickmotion_official,Click Motion,44336,entertainment,UA,Ukraine,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,564,508000,970837213,1000,1000,2000,3000,3000,6000,14000,28000,211000,0,1640512,4879934,7845607,9015340,14044191,30130708,86220969,471654107,B,FALSE,FALSE,51710,1730,9685,436
01/08/2023 22:56:33 EST,217,UCOlH03aWMWbatrw_JFk9sDw,edsontheodoro0,edsontheodoro,@edsontheodoro,Edson Theodoro,39577,people,BR,Brazil,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1767,345000,170941809,1000,1000,3000,7000,34000,42000,51000,60000,,186990,505838,1158129,3461179,14657466,17752978,21215815,27971895,,B+,FALSE,FALSE,26710,1903,62757,1240
01/08/2023 22:56:38 EST,216,UCDHAb3YcLlAfNzYIY0NMr7w,DHAb3YcLlAfNzYIY0NMr7w,yoursfamily6,@yoursfamily,Yours Family,44144,entertainment,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,137,1520000,897806357,0,10000,10000,10000,10000,10000,70000,542000,1178000,769893,1062099,1980486,3320994,6246828,11533880,38197922,262220066,703314177,B,FALSE,FALSE,67501,1150,10586,769
