expires_at,available,id,username,cusername,handle,display_name,created_at,channel_type,country_code,country,avatar,Banner,website,Facebook,twitch,twitter,Instagram,linkedin,discord,tik tok,uploads,subscribers,totalviews,growthsubs1,growthsubs3,growthsubs7,growthsubs14,growthsubs30,growthsubs60,growthsubs90,growthsubs180,growthsubs365,growthviews1,growthviews3,growthviews7,growthviews14,growthviews30,growthviews60,growthviews90,growthviews180,growthviews365,grade,sb_verified,made_for_kids,database_rank,sbrank,db_top_10,sp_top_100_excluding_top_10,rankedsubscribers,rankedviews,rankcountry
01/08/2023 22:21:26 EST,501,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast6000,,@mrbeast,MrBeast,40959,entertainment,US,United States,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,732,117000000,19433298430,1000000,1000000,2000000,4000000,7000000,12000000,13000000,20200000,32900000,0,124366904,294971557,524871024,1022559682,1780718680,2076254520,3352113225,5555511118,A+,TRUE,FALSE,11,32,FALSE,TRUE,6,110,2
01/08/2023 22:19:57 EST,542,UCTAacyv5T4cSus1W4D6eBfA,TAacyv5T4cSus1W4D6eBfA,korayzeynep,@korayzeynep0,Koray Zeynep,42559,people,,Unspecified,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,12064,11200000,13101670775,100000,100000,200000,400000,700000,1200000,1570000,3010000,9740000,36612276,110412635,282179291,552798087,979409641,1887857397,2501678224,4286616314,11157026375,A+,FALSE,FALSE,12,36,FALSE,TRUE,285,232,
01/08/2023 22:55:34 EST,248,UCXmseTCR4w5q36pupOJKegw,XmseTCR4w5q36pupOJKegw,chapitosiki,@chapitosiki,Chapitosiki,43854,entertainment,RU,Russian Federation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1458,7590000,6886498725,30000,80000,200000,440000,1010000,2050000,2500000,4050000,5790000,28799003,82453974,170634228,422499973,908942701,1858461758,2519944719,4343719395,6125513212,A+,FALSE,FALSE,13,39,FALSE,TRUE,537,689,38
01/08/2023 22:24:20 EST,429,UCN4NflpHqLeHQZ91kTUVCBw,N4NflpHqLeHQZ91kTUVCBw,,@ishaanali11,Ishaan Ali 11,42578,people,IN,India,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,643,12800000,8009657869,100000,100000,400000,800000,1500000,2300000,2990000,7070000,11070000,0,56485910,201859516,435856184,897392607,1390782799,2035148007,4536190273,6986126209,A+,FALSE,FALSE,14,41,FALSE,TRUE,269,520,110
01/08/2023 22:21:34 EST,498,UChK6a3Ro3po3fUfAm3_MyUQ,DiabolikFLARE,josephsim,@jojosim,Jojo Sim,41302,entertainment,US,United States,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1283,7120000,8798846780,10000,50000,130000,260000,610000,970000,1400000,2230000,4350000,20282511,70865216,187888287,380327246,847720437,1393620654,1936277050,2979029686,5837572702,A+,FALSE,FALSE,15,43,FALSE,TRUE,582,444,373
01/08/2023 22:20:06 EST,536,UC55IWqFLDH1Xp7iu1_xknRA,ColorsTV,colorstv,@colorstv,Colors TV,39612,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,98344,58200000,56505035931,0,100000,100000,300000,700000,1300000,2200000,4800000,10700000,28010041,82303575,190311118,376672677,842851109,1753919483,2784871351,5926086301,12902146043,A,FALSE,FALSE,16,51,FALSE,TRUE,28,10,9
01/08/2023 22:20:18 EST,531,UCarn1tZGBKozadTQIZRbMRw,arn1tZGBKozadTQIZRbMRw,,@,Bahauddin Dije,41334,people,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1048,2210000,1286775633,30000,90000,190000,430000,1210000,2120800,2121100,2208940,2208940,21912172,42210221,116682031,297915517,822269763,1223682101,1224101974,1264914873,1264917624,A,FALSE,FALSE,17,52,FALSE,TRUE,1076,6858,
01/08/2023 22:20:31 EST,525,UClR74BSOFXxMOKtuaaPu91Q,lR74BSOFXxMOKtuaaPu91Q,,@youneszarou,Younes Zarou,44322,entertainment,DE,Germany,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2492,7090000,8820021450,20000,40000,120000,260000,610000,1320000,1910000,4260000,6512000,19193305,56722860,175017055,321610680,771116350,1707421363,2531720626,5415729125,8252760635,A,FALSE,FALSE,18,53,FALSE,TRUE,584,442,12
01/08/2023 22:27:25 EST,355,UCstEtN0pgOmCf02EdXsGChw,ABSCBNOnline,abscbnentertainment,@abscbnentertainment,ABS-CBN Entertainment,39645,entertainment,PH,Philippines,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,190984,41700000,49030070322,0,0,0,100000,200000,500000,700000,2000000,4400000,6366244,20410334,42312914,177522420,551986194,1018879760,1155571025,2228753630,4385643206,A,FALSE,FALSE,19,55,FALSE,TRUE,60,15,1
01/08/2023 22:20:21 EST,530,UCb8vrqP8Z7Oz9ZTYvUtjUHQ,labelled4,daniellabelle,@daniellabelle,Daniel LaBelle,39883,comedy,,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,250,18500000,9712203514,100000,100000,200000,500000,1200000,2600000,3500000,6600000,11270000,20539969,38450522,116999819,272988731,755637671,1442953794,1977465488,3640017737,6582989382,A,FALSE,FALSE,20,57,FALSE,TRUE,212,381,
01/08/2023 22:20:23 EST,528,UCFFbwnve3yF62-tVXkTyHqg,ZeeMusicCompany,,@zeemusiccompany,Zee Music Company,41710,music,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,7313,90500000,52353197705,100000,100000,200000,400000,900000,1900000,2700000,5900000,10900000,0,45149946,169241859,309862354,748299900,1652071131,2392776335,4890108499,9347880985,A,FALSE,FALSE,21,59,FALSE,TRUE,13,14,3
01/08/2023 22:19:54 EST,544,UCSf0s2ogUVYpJPuzW1zpAOg,Sf0s2ogUVYpJPuzW1zpAOg,lankybox,@lankybox,LankyBox,42581,games,US,United States,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6621,21800000,29291040006,0,100000,200000,300000,600000,1100000,1800000,3500000,7900000,0,57607013,160967523,331865620,756897962,1553478091,2693382918,5482250464,13038401685,A,FALSE,FALSE,22,63,FALSE,TRUE,181,33,80
01/08/2023 22:22:36 EST,476,UCppHT7SZKKvar4Oc9J4oljQ,zeetv,,@zeetv,Zee TV,38697,entertainment,IN,India,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,76939,64800000,29626454587,0,0,100000,200000,600000,1100000,1400000,2300000,4400000,27596554,97657812,217940033,353192043,749433137,11635114311,12111504957,13164679075,15262138536,A,FALSE,FALSE,23,72,FALSE,TRUE,23,31,6
01/08/2023 22:21:18 EST,504,UCJQsW7LeVEIDCEJU47NmXBA,JQsW7LeVEIDCEJU47NmXBA,,@themccartyfam,The McCartys,41463,entertainment,US,United States,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1686,5530000,9092737132,10000,40000,100000,190000,400000,760000,1090000,2100000,4450000,58935479,108522015,186561633,362056834,759025801,1430912468,2070821047,3669294836,7413958384,A,FALSE,FALSE,24,73,FALSE,TRUE,743,421,510
01/08/2023 22:23:23 EST,457,UCK5Q72Uyo73uRPk8PmM2A3w,K5Q72Uyo73uRPk8PmM2A3w,genevievesplayhouse,@genevievesplayhouse,Genevieve's Playhouse - Learning Videos for Kids,42375,film,US,United States,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,588,29600000,21182622625,100000,100000,300000,500000,1100000,1700000,2400000,3900000,7300000,22821407,66186957,187602263,328955368,705893505,1315419628,1918782054,3460278100,6971373734,A,FALSE,TRUE,25,76,FALSE,TRUE,125,88,46
