expires_at,available,id,username,cusername,handle,display_name,created_at,channel_type,country_code,country,avatar,Banner,website,Facebook,twitch,twitter,Instagram,linkedin,discord,tik tok,uploads,subscribers,totalviews,growthsubs1,growthsubs3,growthsubs7,growthsubs14,growthsubs30,growthsubs60,growthsubs90,growthsubs180,growthsubs365,growthviews1,growthviews3,growthviews7,growthviews14,growthviews30,growthviews60,growthviews90,growthviews180,growthviews365,grade,sb_verified,made_for_kids,database_rank,sbrank,db_top_10,sp_top_100_excluding_top_10,rankedsubscribers,rankedviews,rankcountry
01/08/2023 22:20:16 EST,532,UCWaOde99oeUVoXbIj3SNu9g,WaOde99oeUVoXbIj3SNu9g,sagawa,@sagawa,Sagawa /さがわ,44240,entertainment,JP,Japan,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4466,15100000,12813692283,0,100000,200000,400000,700000,1700000,2700000,6070000,10890000,0,52302538,155026559,337130178,698545203,1377117890,2124357503,4343959837,9058770168,A,FALSE,FALSE,26,78,FALSE,TRUE,246,242,3
01/08/2023 22:23:22 EST,458,UCBnxEdpoZwstJqC1yZpOjRA,BnxEdpoZwstJqC1yZpOjRA,suntv,@suntv,Sun TV,42426,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,41848,20100000,16341775296,0,0,0,100000,300000,600000,1000000,2100000,5400000,42090405,61330201,156734514,338699513,664135708,1332135810,1997635956,3906329762,7630487325,A,FALSE,FALSE,27,87,FALSE,TRUE,195,143,60
01/08/2023 22:19:36 EST,550,UCJplp5SjeGSdVdwsfb9Q7lQ,Jplp5SjeGSdVdwsfb9Q7lQ,,@likenastyaofficial,Like Nastya,42710,entertainment,US,United States,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,739,102000000,85969463627,0,0,0,0,0,1000000,2000000,5800000,19800000,25311698,76277597,159667475,323046689,649784943,1554655762,2410049036,7245183137,20218522012,A,FALSE,TRUE,28,92,FALSE,TRUE,9,5,4
01/08/2023 22:20:44 EST,521,UCLsooMJoIpl_7ux2jvdPB-Q,supersimplesongs,supersimplesongs,@supersimplesongs,Super Simple Songs - Kids Songs,38968,education,CA,Canada,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,623,36800000,40011579165,0,0,100000,200000,500000,900000,1200000,2400000,4400000,22284893,65734644,176088347,313394301,682935926,1348074177,1941914434,3872339462,7525344520,A,FALSE,FALSE,29,93,FALSE,TRUE,79,18,2
01/08/2023 22:20:49 EST,520,UCoGForHQAmk0_9rI9CABeYw,woodyandkleiny,woodyandkleiny,@woodyandkleiny,Woody & Kleiny,41363,entertainment,GB,United Kingdom,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,774,10800000,8093375300,100000,100000,100000,300000,600000,930000,1840000,2940000,5150000,36432245,55632784,127675669,304842048,660626151,1133675521,1907214755,2934591530,5465452001,A,FALSE,FALSE,30,97,FALSE,TRUE,289,507,45
01/08/2023 22:20:42 EST,522,UCcdwLMPsaU2ezNSJU1nFoBQ,smartbooksmedia,pinkfong,@pinkfong,Pinkfong Baby Shark - Kids' Songs & Stories,40891,education,US,United States,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2539,63100000,34929118468,0,100000,300000,600000,1100000,1900000,2800000,4800000,9100000,44601604,83510679,183282292,353343300,664737103,1323733356,2038460495,3863489295,7436226366,A,FALSE,TRUE,31,98,FALSE,TRUE,24,22,8
01/08/2023 22:20:59 EST,514,UCEeEQxm6qc_qaTE7qTV5aLQ,HumNetwork,humtvpak,@humtv,HUM TV,40688,entertainment,PK,Pakistan,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,80558,24200000,19274538199,100000,100000,200000,300000,600000,1200000,1700000,3000000,7100000,0,45557494,130316689,282966480,626565250,1292603963,1954823765,3748452214,8073801670,A,FALSE,FALSE,32,100,FALSE,TRUE,160,112,3
01/08/2023 22:20:54 EST,517,UCK1i2UviaXLUNrZlAFpw_jA,reinomariaelenawalsh,elreinoinfantil,@elreinoinfantil,El Reino Infantil,40696,music,AR,Argentina,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1388,54100000,52630446168,0,0,100000,300000,600000,1200000,1700000,3700000,7500000,22141378,63059310,148444003,290125325,642021790,1300446093,1982175588,4179969470,8497216912,A,FALSE,TRUE,33,102,FALSE,TRUE,36,13,1
01/08/2023 22:22:03 EST,489,UC6VAIqNQBc7ggiqvsOHOBqw,6VAIqNQBc7ggiqvsOHOBqw,nichlmao123,@nichlmao123,NichLmao,43368,people,,Unspecified,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,684,19100000,10368581285,100000,100000,300000,500000,900000,2100000,3800000,8600000,15340000,20927440,61277064,148950397,269548839,616005890,1279962435,2168603909,4667625222,8508167401,A,FALSE,FALSE,34,106,FALSE,TRUE,206,334,
01/08/2023 22:21:12 EST,507,UC3339WgBDKIcxTfywuSmG8w,3339WgBDKIcxTfywuSmG8w,viralhog,@viralhog,ViralHog,41873,people,US,United States,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,36161,7710000,11047561382,20000,60000,130000,250000,560000,1130000,1720000,3340000,5520000,0,48895334,139688008,275856892,598630146,1313279402,2124347890,4544076888,8041625107,A,TRUE,FALSE,35,109,FALSE,TRUE,524,305,326
01/08/2023 22:22:46 EST,471,UCJrDMFOdv1I2k8n9oK_V21w,tipsmusic,tipsofficial,@tipsofficial,Tips Official,39224,entertainment,IN,India,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4027,55400000,29994376954,0,0,100000,300000,700000,1200000,1800000,3800000,7700000,24372282,64394564,146756983,286759747,608785901,1042127044,1725070090,3080645446,6019323959,A,FALSE,FALSE,36,115,FALSE,TRUE,31,29,11
01/08/2023 22:56:51 EST,209,UCqECaJ8Gagnn7YCbPEzWH6g,TaylorSwift,taylorswift,@taylorswift,Taylor Swift,38980,music,US,United States,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,204,50400000,27313255940,0,0,100000,100000,800000,2800000,3000000,3800000,5300000,15750240,34341370,77254805,159875576,530822897,1255903489,1490743224,2198974472,3583142287,A,FALSE,FALSE,37,128,FALSE,TRUE,40,39,15
